pl_name,hostname,discovery_year,discovery_method,orbital_period_days,radius_earth,mass_earth,semi_major_axis_au,stellar_temp_k,stellar_radius_solar,stellar_mass_solar,distance_pc,hz_inner_au,hz_outer_au,potentially_habitable,consortium
PYC-2014-1796,PYC Star 700,2014,Transit,0.519,12.358,798.55,0.013,5093.0,1.0,1.095,73.2,0.583,1.376,0,Gaia
PYC-1997-1797,PYC Star 406,1997,Transit,459.945,2.283,12.601,1.1924,4927.0,0.976,1.069,35.3,0.532,1.256,0,K2
PYC-2007-1798,PYC Star 036,2007,Transit,280.808,0.603,0.357,0.8585,5861.0,1.405,1.071,39.5,1.084,2.558,0,HAT-P
PYC-2017-1799,PYC Star 695,2017,Transit,0.628,2.746,18.707,0.0146,3452.0,1.018,1.053,139.2,0.273,0.644,0,SPITZER
PYC-2006-1800,PYC Star 817,2006,Transit,34.547,0.854,0.972,0.1924,4081.0,0.75,0.796,52.7,0.281,0.662,0,Kepler
PYC-2018-1801,PYC Star 546,2018,Transit,2128.552,1.05,0.859,3.4698,5173.0,0.455,1.23,565.0,0.274,0.646,0,Kepler
PYC-2012-1802,PYC Star 079,2012,Transit,5.071,4.398,109.38,0.0533,5038.0,1.386,0.786,35.7,0.79,1.864,0,Kepler
PYC-2008-1803,PYC Star 371,2008,Transit,1277.293,2.01,5.809,2.0325,3616.0,1.061,0.687,20.7,0.312,0.736,0,Kepler
PYC-2002-1804,PYC Star 512,2002,Transit,1.54,1.669,3.352,0.0282,5877.0,3.11,1.266,145.3,2.413,5.695,0,K2
PYC-2019-1805,PYC Star 857,2019,Transit,0.424,3.906,67.798,0.0123,6189.0,0.862,1.388,203.7,0.742,1.75,0,Kepler
PYC-2015-1806,PYC Star 449,2015,Transit,45.484,8.703,202.423,0.2676,5183.0,1.031,1.236,65.7,0.622,1.468,0,TESS
PYC-2017-1807,PYC Star 011,2017,Transit,3.382,10.319,507.029,0.043,3442.0,1.042,0.93,12.4,0.277,0.654,0,HAT-P
PYC-2005-1808,PYC Star 634,2005,Transit,1021.193,2.054,4.526,1.5827,4944.0,1.206,0.507,66.7,0.662,1.563,0,Kepler
PYC-1999-1809,PYC Star 620,1999,Transit,163.512,11.437,1988.992,0.6956,5106.0,0.582,1.68,1.0,0.341,0.805,0,TESS
PYC-2005-1810,PYC Star 212,2005,Transit,183.57,1.194,5.025,0.5032,4555.0,0.869,0.504,139.4,0.405,0.956,1,Kepler
PYC-2008-1811,PYC Star 370,2008,Transit,162.578,3.826,30.989,0.6242,6013.0,1.306,1.228,371.5,1.061,2.503,0,WASP
PYC-2009-1812,PYC Star 039,2009,Radial Velocity,171.026,5.057,87.699,0.7713,4696.0,0.775,2.093,9.6,0.384,0.906,0,K2
PYC-2016-1813,PYC Star 110,2016,Transit,314.178,1.031,1.085,0.9204,6694.0,1.284,1.054,63.2,1.293,3.051,0,Kepler
PYC-2007-1814,PYC Star 280,2007,Radial Velocity,157.731,7.059,135.237,0.5911,5505.0,0.94,1.107,218.0,0.64,1.51,0,Gaia
PYC-2024-1815,PYC Star 084,2024,Transit,683.798,4.03,39.788,1.5877,5048.0,1.078,1.142,1.4,0.617,1.457,0,HAT-P
PYC-2023-1816,PYC Star 249,2023,Radial Velocity,58.186,8.603,263.795,0.3007,5628.0,1.511,1.072,291.9,1.075,2.537,0,WASP
PYC-2007-1817,PYC Star 584,2007,Transit,9.141,0.801,0.263,0.1126,6178.0,0.812,2.277,311.7,0.697,1.644,0,WASP
PYC-2004-1818,PYC Star 345,2004,Transit,25.77,7.276,198.649,0.1548,5609.0,0.468,0.744,7.0,0.331,0.781,0,TESS
PYC-1995-1819,PYC Star 133,1995,Transit,20.323,0.966,0.896,0.1302,4732.0,0.798,0.712,21.1,0.402,0.948,0,Kepler
PYC-2014-1820,PYC Star 562,2014,Microlensing,7.772,14.159,1149.5,0.0739,4206.0,0.621,0.892,932.0,0.247,0.582,0,TESS
PYC-2007-1821,PYC Star 770,2007,Transit,16.294,1.498,2.752,0.1541,3790.0,0.346,1.839,256.0,0.112,0.263,1,OGLE
PYC-2018-1822,PYC Star 531,2018,Transit,12.414,1.036,0.917,0.0981,2603.0,0.858,0.817,195.5,0.131,0.308,0,Other
PYC-2015-1823,PYC Star 280,2015,Transit,1.078,4.3,68.689,0.0216,4957.0,0.984,1.163,84.5,0.543,1.282,0,TESS
PYC-2004-1824,PYC Star 726,2004,Radial Velocity,661.456,14.361,1331.824,1.6835,4451.0,1.425,1.455,291.3,0.634,1.497,0,K2
PYC-2005-1825,PYC Star 310,2005,Transit,341.516,6.514,262.564,1.0472,4499.0,0.539,1.313,59.7,0.245,0.578,0,WASP
PYC-2011-1826,PYC Star 014,2011,Transit,8.129,2.84,19.331,0.0891,5726.0,0.937,1.428,134.4,0.69,1.628,0,WASP
PYC-2001-1827,PYC Star 594,2001,Transit,1838.673,9.164,287.389,3.4657,4699.0,1.495,1.643,63.9,0.742,1.751,0,Kepler
PYC-1995-1828,PYC Star 647,1995,Microlensing,1909.405,2.279,11.596,3.1224,6506.0,0.695,1.114,12.2,0.661,1.559,0,TESS
PYC-2020-1829,PYC Star 198,2020,Transit,835.413,2.382,3.547,1.6458,4284.0,1.146,0.852,13.4,0.472,1.115,0,Kepler
PYC-2022-1830,PYC Star 339,2022,Transit,0.52,8.763,808.629,0.0129,3926.0,1.847,1.053,90.8,0.64,1.51,0,TESS
PYC-2003-1831,PYC Star 007,2003,Imaging,10.979,4.549,58.909,0.0929,3668.0,0.389,0.888,115.2,0.118,0.278,0,HAT-P
PYC-2016-1832,PYC Star 423,2016,Transit,23.674,6.384,369.552,0.2165,5450.0,1.017,2.417,427.0,0.679,1.603,0,K2
PYC-2020-1833,PYC Star 401,2020,Transit,243.854,11.259,350.833,0.7179,5836.0,1.519,0.83,84.1,1.162,2.743,0,CoRoT
PYC-2005-1834,PYC Star 233,2005,Transit,115.344,2.264,4.787,0.4906,4265.0,0.769,1.184,239.9,0.314,0.741,1,K2
PYC-2005-1835,PYC Star 475,2005,Transit,170.145,1.155,1.748,0.5044,3842.0,1.68,0.591,14.4,0.557,1.315,0,Kepler
PYC-2016-1836,PYC Star 611,2016,Transit,375.888,5.983,125.494,1.0352,6177.0,1.197,1.048,181.2,1.026,2.422,0,HAT-P
PYC-1992-1837,PYC Star 401,1992,Transit,1893.675,0.31,0.056,2.8969,3495.0,1.995,0.904,174.7,0.547,1.292,0,TESS
PYC-2020-1838,PYC Star 716,2020,Radial Velocity,54.852,0.95,0.961,0.3057,5709.0,1.17,1.267,5.2,0.857,2.021,0,OGLE
PYC-2014-1839,PYC Star 412,2014,Radial Velocity,1274.324,1.724,3.008,2.4966,4286.0,2.072,1.278,44.9,0.855,2.018,0,WASP
PYC-2009-1840,PYC Star 368,2009,Transit,574.822,3.746,14.746,1.5962,5157.0,1.03,1.642,62.0,0.616,1.453,0,OGLE
PYC-2000-1841,PYC Star 599,2000,Transit,8.157,5.443,94.313,0.0927,5769.0,0.486,1.597,32.1,0.364,0.858,0,Kepler
PYC-2006-1842,PYC Star 155,2006,Transit,568.962,0.51,0.091,1.3334,5229.0,0.678,0.977,19.6,0.416,0.982,0,TESS
PYC-2009-1843,PYC Star 761,2009,Microlensing,1.14,1.433,1.28,0.0191,4534.0,1.423,0.719,168.4,0.657,1.551,0,K2
PYC-2024-1844,PYC Star 544,2024,Transit,1.649,1.429,2.09,0.0248,6056.0,1.411,0.749,11.9,1.162,2.743,0,HAT-P
PYC-2010-1845,PYC Star 329,2010,Transit,2802.77,5.272,93.465,4.0303,5060.0,0.783,1.112,38.4,0.45,1.062,0,TESS
PYC-2015-1846,PYC Star 211,2015,Transit,18.334,11.57,1571.484,0.1386,8114.0,2.027,1.057,9.9,2.998,7.076,0,Kepler
PYC-2011-1847,PYC Star 711,2011,Transit,24.377,8.104,376.096,0.1696,3265.0,0.767,1.094,1.0,0.184,0.434,0,TESS
PYC-2023-1848,PYC Star 013,2023,Transit,1938.041,1.384,4.763,2.858,3252.0,1.108,0.829,22.1,0.263,0.621,0,HAT-P
PYC-2000-1849,PYC Star 057,2000,Radial Velocity,10.097,8.298,339.811,0.1081,5695.0,1.094,1.654,126.8,0.797,1.881,0,Kepler
PYC-2014-1850,PYC Star 547,2014,Transit,3.314,1.339,2.567,0.0366,4771.0,0.495,0.597,150.1,0.253,0.597,0,WASP
PYC-2016-1851,PYC Star 432,2016,Radial Velocity,0.801,1.257,6.339,0.0158,5513.0,0.856,0.813,48.3,0.585,1.38,0,KMT
PYC-2013-1852,PYC Star 155,2013,Transit,42.388,2.7,6.826,0.2098,3811.0,2.627,0.686,256.7,0.857,2.023,0,Kepler
PYC-2004-1853,PYC Star 339,2004,Radial Velocity,2.376,1.917,4.418,0.034,4849.0,0.594,0.929,74.7,0.314,0.741,0,TESS
PYC-2021-1854,PYC Star 704,2021,Radial Velocity,0.713,5.097,58.376,0.0181,5212.0,1.192,1.547,85.5,0.728,1.717,0,KMT
PYC-2006-1855,PYC Star 419,2006,Astrometry,565.919,0.906,1.21,1.2948,4311.0,0.535,0.904,19.1,0.223,0.527,0,Kepler
PYC-2006-1856,PYC Star 475,2006,Transit,7.506,5.137,43.175,0.0759,5009.0,0.592,1.036,293.8,0.333,0.787,0,Kepler
PYC-2017-1857,PYC Star 083,2017,Transit,70.345,2.956,24.532,0.3604,3575.0,0.476,1.262,132.7,0.137,0.323,0,CoRoT
PYC-2014-1858,PYC Star 649,2014,Transit,1.018,6.876,200.907,0.019,5155.0,1.375,0.889,447.9,0.821,1.937,0,TESS
PYC-2017-1859,PYC Star 125,2017,Transit,36.41,2.21,11.802,0.2248,6101.0,0.608,1.143,4.5,0.508,1.2,0,OGLE
PYC-2013-1860,PYC Star 210,2013,Transit,112.326,0.524,0.277,0.4691,3686.0,1.592,1.092,507.3,0.486,1.147,0,CoRoT
PYC-1996-1861,PYC Star 264,1996,Pulsar Timing,22.147,10.047,869.602,0.1353,3632.0,0.709,0.673,25.7,0.21,0.496,0,TESS
PYC-2005-1862,PYC Star 388,2005,Pulsar Timing,8.125,1.222,1.642,0.0749,5871.0,0.953,0.85,90.1,0.738,1.742,0,TESS
PYC-2002-1863,PYC Star 246,2002,Transit,6.413,4.037,49.072,0.0704,3616.0,1.083,1.132,250.6,0.318,0.751,0,Kepler
PYC-2022-1864,PYC Star 734,2022,Transit,1.062,0.978,0.653,0.0237,5557.0,0.435,1.566,168.5,0.302,0.712,0,TESS
PYC-1994-1865,PYC Star 347,1994,Radial Velocity,1.123,11.102,322.524,0.0246,4850.0,0.986,1.566,319.9,0.521,1.23,0,Kepler
PYC-2014-1866,PYC Star 032,2014,Microlensing,33.336,1.471,6.592,0.2589,4424.0,1.053,2.082,236.3,0.463,1.093,0,Other
PYC-1996-1867,PYC Star 412,1996,Transit,1.38,1.797,3.057,0.0257,6120.0,1.503,1.185,131.9,1.265,2.985,0,Kepler
PYC-2005-1868,PYC Star 111,2005,Transit,2.937,1.292,2.685,0.0382,5635.0,0.584,0.865,23.0,0.417,0.984,0,Kepler
PYC-2001-1869,PYC Star 199,2001,Radial Velocity,1.741,8.823,374.858,0.0281,5052.0,0.623,0.978,66.1,0.357,0.843,0,HAT-P
PYC-2015-1870,PYC Star 532,2015,Transit,514.916,1.112,2.372,1.2407,2863.0,1.211,0.961,389.8,0.223,0.526,0,Kepler
PYC-2011-1871,PYC Star 557,2011,Transit,22.118,1.685,1.695,0.147,5441.0,1.699,0.867,41.0,1.13,2.667,0,TESS
PYC-2021-1872,PYC Star 600,2021,Transit Timing Variations,55.383,2.854,23.856,0.2973,3836.0,0.689,1.143,576.1,0.228,0.538,0,SPITZER
PYC-2006-1873,PYC Star 338,2006,Transit Timing Variations,72.62,1.849,4.799,0.3582,4601.0,0.516,1.162,104.8,0.245,0.579,1,HAT-P
PYC-2010-1874,PYC Star 754,2010,Radial Velocity,13.743,1.675,2.83,0.0979,4807.0,0.78,0.663,202.6,0.405,0.956,0,Kepler
PYC-2003-1875,PYC Star 055,2003,Radial Velocity,5.735,1.379,2.033,0.0712,6508.0,0.57,1.464,5.6,0.543,1.281,0,Kepler
PYC-2023-1876,PYC Star 341,2023,Transit,12.136,1.341,3.599,0.0834,4572.0,1.076,0.526,143.2,0.505,1.193,0,TESS
PYC-2018-1877,PYC Star 220,2018,Transit,47.264,8.649,393.407,0.2493,3520.0,0.554,0.925,270.5,0.154,0.364,0,TESS
PYC-2014-1878,PYC Star 038,2014,Transit,9.808,10.259,399.064,0.1025,6123.0,1.394,1.495,76.0,1.174,2.771,0,Kepler
PYC-2013-1879,PYC Star 504,2013,Transit,1.353,10.553,259.065,0.0257,5453.0,0.99,1.237,59.6,0.662,1.561,0,Kepler
PYC-2007-1880,PYC Star 052,2007,Transit,1388.842,1.829,2.816,2.3368,5487.0,1.414,0.883,90.6,0.956,2.257,0,OGLE
PYC-2001-1881,PYC Star 546,2001,Transit,275.536,3.408,35.325,1.0427,6140.0,0.302,1.992,78.2,0.256,0.604,0,K2
PYC-1994-1882,PYC Star 769,1994,Transit,0.723,0.773,0.27,0.015,6351.0,0.408,0.857,422.7,0.37,0.872,0,OGLE
PYC-2005-1883,PYC Star 719,2005,Radial Velocity,1293.31,13.457,812.077,1.8393,3997.0,1.61,0.496,241.2,0.578,1.364,0,Kepler
PYC-1993-1884,PYC Star 613,1993,Transit,1.831,0.579,0.923,0.0309,3548.0,0.651,1.172,252.2,0.184,0.435,0,TESS
PYC-2006-1885,PYC Star 221,2006,Transit,0.957,4.075,48.538,0.0154,5558.0,0.465,0.537,113.2,0.323,0.762,0,TESS
PYC-2016-1886,PYC Star 588,2016,Transit,1.876,1.79,6.59,0.027,4564.0,0.822,0.748,731.4,0.384,0.907,0,K2
PYC-2017-1887,PYC Star 506,2017,Transit,1650.53,3.587,16.286,2.9393,4645.0,1.004,1.244,250.0,0.487,1.148,0,TESS
PYC-2018-1888,PYC Star 445,2018,Radial Velocity,2.881,0.503,0.091,0.0376,3790.0,0.838,0.851,174.4,0.271,0.639,0,Kepler
PYC-2012-1889,PYC Star 429,2012,Transit,448.437,1.72,6.098,1.2269,5326.0,1.111,1.225,73.4,0.708,1.671,1,KMT
PYC-2020-1890,PYC Star 128,2020,Transit,124.129,11.903,543.706,0.4254,5162.0,1.045,0.667,41.1,0.626,1.477,0,HAT-P
PYC-2000-1891,PYC Star 763,2000,Radial Velocity,40.757,6.31,216.25,0.2562,4660.0,1.021,1.35,266.9,0.498,1.175,0,Kepler
PYC-2011-1892,PYC Star 752,2011,Transit,10.441,1.687,4.181,0.0768,3550.0,1.651,0.553,111.4,0.468,1.103,0,TESS
PYC-2017-1893,PYC Star 657,2017,Transit,0.917,5.876,591.376,0.0215,5888.0,0.894,1.586,25.7,0.697,1.644,0,HIRES
PYC-2008-1894,PYC Star 493,2008,Transit,226.929,0.937,0.667,0.6888,5030.0,0.883,0.847,86.8,0.502,1.184,1,TESS
PYC-2016-1895,PYC Star 119,2016,Transit,13.548,6.15,136.628,0.133,5806.0,1.292,1.709,16.0,0.978,2.308,0,K2
PYC-2018-1896,PYC Star 571,2018,Transit,47.333,4.473,33.048,0.2322,2907.0,1.154,0.745,43.3,0.219,0.517,0,OGLE
PYC-2007-1897,PYC Star 862,2007,Transit,0.635,1.838,8.574,0.0181,4851.0,0.6,1.961,58.6,0.317,0.748,0,Kepler
PYC-1996-1898,PYC Star 120,1996,Transit,406.319,2.281,11.182,0.9601,4155.0,0.863,0.715,81.3,0.335,0.79,0,WASP
PYC-2019-1899,PYC Star 320,2019,Transit,192.599,1.426,1.637,0.5294,4833.0,1.096,0.534,357.6,0.575,1.357,0,Kepler
PYC-2020-1900,PYC Star 815,2020,Transit,44.992,5.39,71.616,0.2488,5649.0,0.691,1.015,38.1,0.495,1.169,0,WASP
PYC-2010-1901,PYC Star 859,2010,Transit,33.518,1.774,9.264,0.235,5133.0,0.706,1.54,103.9,0.418,0.986,0,TESS
PYC-2019-1902,PYC Star 401,2019,Radial Velocity,8.092,0.676,0.71,0.0865,4816.0,0.481,1.319,1.0,0.251,0.592,0,Kepler
PYC-2005-1903,PYC Star 257,2005,Transit,8.49,11.053,267.661,0.0933,4812.0,0.246,1.502,134.8,0.128,0.302,0,KMT
PYC-2019-1904,PYC Star 258,2019,Transit,0.737,5.215,61.013,0.0175,3396.0,0.761,1.328,184.7,0.197,0.465,0,TESS
PYC-2013-1905,PYC Star 422,2013,Transit,183.281,2.191,20.082,0.5738,3984.0,0.953,0.75,85.8,0.34,0.802,0,K2
PYC-2015-1906,PYC Star 288,2015,Transit,0.597,4.161,39.392,0.0152,5809.0,0.55,1.308,54.4,0.417,0.984,0,WASP
PYC-2003-1907,PYC Star 495,2003,Transit,0.405,1.705,4.613,0.0108,4345.0,1.673,1.033,301.5,0.71,1.675,0,TESS
PYC-2007-1908,PYC Star 072,2007,Radial Velocity,0.527,12.294,1196.466,0.0118,5826.0,0.562,0.78,110.9,0.429,1.011,0,Kepler
PYC-1998-1909,PYC Star 058,1998,Radial Velocity,2.457,11.238,291.236,0.0364,5544.0,1.357,1.065,8.6,0.937,2.211,0,WASP
PYC-2013-1910,PYC Star 005,2013,Transit,64.804,13.319,551.197,0.3137,5591.0,1.087,0.98,253.7,0.763,1.801,0,Other
PYC-2024-1911,PYC Star 644,2024,Transit,174.419,0.641,0.281,0.7207,5100.0,2.396,1.641,27.1,1.4,3.304,0,Kepler
PYC-1999-1912,PYC Star 831,1999,Radial Velocity,17.078,3.306,43.009,0.1222,4408.0,1.147,0.835,102.9,0.501,1.182,0,KMT
PYC-1996-1913,PYC Star 095,1996,Transit,15.331,1.758,7.592,0.1131,4664.0,0.469,0.822,56.3,0.229,0.541,0,CoRoT
PYC-2023-1914,PYC Star 823,2023,Transit,68.729,1.423,3.768,0.3027,5376.0,1.446,0.783,81.9,0.939,2.217,0,Kepler
PYC-2017-1915,PYC Star 148,2017,Transit,82.187,1.754,4.225,0.4616,2887.0,1.932,1.942,99.9,0.362,0.854,1,WASP
PYC-2009-1916,PYC Star 044,2009,Transit,752.45,1.736,7.763,1.5021,5919.0,0.405,0.799,186.1,0.319,0.753,0,TESS
PYC-1999-1917,PYC Star 261,1999,Radial Velocity,597.141,7.8,203.258,1.6145,4350.0,1.2,1.574,175.6,0.51,1.204,0,OGLE
PYC-2006-1918,PYC Star 264,2006,Transit,621.262,0.988,1.361,1.2634,4722.0,1.325,0.697,29.2,0.664,1.567,1,CoRoT
PYC-2008-1919,PYC Star 864,2008,Microlensing,746.932,3.594,46.163,1.7092,4730.0,0.818,1.194,65.6,0.411,0.97,0,Kepler
PYC-2014-1920,PYC Star 102,2014,Transit,1026.732,1.422,6.131,2.0537,4764.0,0.303,1.096,184.6,0.154,0.364,0,Kepler
PYC-2020-1921,PYC Star 875,2020,Transit,56.747,11.022,524.074,0.3337,3618.0,0.788,1.54,75.3,0.232,0.547,0,K2
PYC-2009-1922,PYC Star 775,2009,Transit,80.978,7.013,138.784,0.4159,4937.0,0.693,1.464,161.5,0.379,0.895,0,TESS
PYC-2021-1923,PYC Star 440,2021,Transit,263.091,1.858,10.057,0.8113,5335.0,1.791,1.029,25.2,1.145,2.703,0,SPITZER
PYC-2013-1924,PYC Star 606,2013,Transit,2.362,0.932,1.738,0.0326,2960.0,0.865,0.829,400.2,0.17,0.402,0,OGLE
PYC-2006-1925,PYC Star 480,2006,Transit,9.974,0.454,0.103,0.1096,3629.0,0.748,1.766,93.1,0.221,0.522,0,OGLE
PYC-2004-1926,PYC Star 819,2004,Transit,1376.088,12.56,435.657,2.2478,5606.0,0.691,0.8,16.8,0.488,1.152,0,TESS
PYC-1999-1927,PYC Star 191,1999,Transit,42.442,0.729,0.851,0.1828,5439.0,1.042,0.452,39.5,0.692,1.634,0,Kepler
PYC-2018-1928,PYC Star 860,2018,Transit,0.635,1.609,1.592,0.0116,5069.0,0.923,0.522,226.3,0.533,1.258,0,HAT-P
PYC-2001-1929,PYC Star 376,2001,Transit,14.915,2.37,4.252,0.0982,4186.0,0.631,0.568,36.5,0.248,0.586,0,Kepler
PYC-2010-1930,PYC Star 838,2010,Transit,1.679,1.679,3.535,0.0296,5444.0,1.014,1.232,72.9,0.675,1.593,0,Kepler
PYC-2018-1931,PYC Star 885,2018,Transit,9.609,1.325,2.187,0.1145,3717.0,0.7,2.171,108.4,0.217,0.513,0,Kepler
PYC-1997-1932,PYC Star 763,1997,Radial Velocity,51.746,0.92,0.474,0.2142,4676.0,0.28,0.49,19.1,0.138,0.325,1,SPITZER
PYC-2008-1933,PYC Star 711,2008,Radial Velocity,36.266,1.217,1.861,0.1957,3624.0,1.216,0.76,14.9,0.359,0.847,0,HAT-P
PYC-2009-1934,PYC Star 391,2009,Transit,31.817,0.524,0.213,0.1986,4654.0,1.165,1.032,163.2,0.567,1.338,0,Kepler
PYC-2008-1935,PYC Star 627,2008,Transit,0.471,3.997,28.861,0.0142,3873.0,0.985,1.718,105.1,0.332,0.783,0,HIRES
PYC-2021-1936,PYC Star 221,2021,Transit,21.226,11.788,1687.73,0.1369,5480.0,0.738,0.759,299.6,0.498,1.174,0,HAT-P
PYC-2007-1937,PYC Star 251,2007,Transit,0.518,1.292,2.414,0.0135,5190.0,0.871,1.23,99.1,0.527,1.244,0,TESS
PYC-2010-1938,PYC Star 667,2010,Transit,14.822,10.542,802.803,0.1147,4286.0,1.301,0.916,165.1,0.537,1.268,0,Kepler
PYC-2023-1939,PYC Star 686,2023,Transit,128.595,3.924,16.889,0.6759,5781.0,0.677,2.491,27.5,0.509,1.2,0,K2
PYC-2020-1940,PYC Star 236,2020,Transit,1.23,6.148,54.026,0.0229,3939.0,1.325,1.052,29.0,0.462,1.09,0,K2
PYC-2009-1941,PYC Star 869,2009,Transit,1427.613,8.711,349.986,2.5864,4768.0,0.463,1.133,134.6,0.237,0.559,0,CoRoT
PYC-2018-1942,PYC Star 614,2018,Transit,111.002,6.382,313.12,0.4565,4247.0,0.971,1.03,150.7,0.393,0.928,0,TESS
PYC-1999-1943,PYC Star 889,1999,Transit,2.788,2.705,8.022,0.0369,5468.0,0.91,0.865,20.5,0.612,1.443,0,Kepler
PYC-2011-1944,PYC Star 431,2011,Radial Velocity,13.464,0.567,0.245,0.1237,5379.0,1.413,1.394,149.2,0.919,2.168,0,K2
PYC-2015-1945,PYC Star 540,2015,Microlensing,0.95,4.274,23.544,0.0165,5972.0,0.595,0.667,110.5,0.477,1.125,0,TESS
PYC-2025-1946,PYC Star 587,2025,Transit,0.487,8.499,182.076,0.0096,4875.0,0.625,0.496,97.3,0.334,0.788,0,KMT
PYC-1998-1947,PYC Star 145,1998,Microlensing,1416.052,3.192,22.508,2.425,2500.0,0.481,0.949,386.4,0.067,0.159,0,Kepler
PYC-2022-1948,PYC Star 252,2022,Transit,165.363,8.206,186.1,0.6485,4412.0,0.697,1.33,158.7,0.305,0.72,0,WASP
PYC-2017-1949,PYC Star 867,2017,Microlensing,419.988,1.331,1.096,1.0257,6209.0,1.01,0.816,60.5,0.874,2.063,1,Other
PYC-1998-1950,PYC Star 606,1998,Microlensing,103.043,0.803,0.291,0.4396,4508.0,0.401,1.067,9.0,0.183,0.432,0,HAT-P
PYC-2012-1951,PYC Star 487,2012,Transit,1305.666,3.62,11.04,2.0276,3074.0,0.737,0.652,68.3,0.157,0.369,0,TESS
PYC-2021-1952,PYC Star 003,2021,Radial Velocity,1185.224,2.029,7.992,2.4811,5204.0,1.185,1.451,278.8,0.721,1.701,0,HAT-P
PYC-2013-1953,PYC Star 035,2013,Imaging,0.672,0.358,0.093,0.0162,5272.0,0.859,1.256,21.7,0.536,1.266,0,KMT
PYC-2021-1954,PYC Star 501,2021,Radial Velocity,2.169,3.468,34.108,0.0329,4146.0,0.931,1.007,87.0,0.359,0.848,0,HAT-P
PYC-2013-1955,PYC Star 074,2013,Imaging,13.67,0.442,0.076,0.1141,4578.0,0.457,1.061,31.3,0.215,0.508,0,Kepler
PYC-2011-1956,PYC Star 128,2011,Transit,8.391,1.505,4.787,0.0687,4037.0,0.86,0.614,285.3,0.315,0.744,0,Kepler
PYC-1996-1957,PYC Star 519,1996,Transit,43.52,1.38,3.288,0.2069,5270.0,0.912,0.624,70.2,0.569,1.343,0,Kepler
PYC-2017-1958,PYC Star 864,2017,Radial Velocity,4.314,2.034,6.358,0.0511,4851.0,0.836,0.958,46.6,0.442,1.043,0,Kepler
PYC-2014-1959,PYC Star 751,2014,Transit,492.338,2.136,6.648,1.2956,3751.0,0.964,1.197,26.0,0.305,0.719,0,WASP
PYC-2022-1960,PYC Star 419,2022,Transit,0.428,11.348,399.764,0.0119,4791.0,0.783,1.218,7.2,0.404,0.953,0,Kepler
PYC-2022-1961,PYC Star 847,2022,Transit,466.898,0.549,0.232,1.129,4140.0,0.733,0.881,23.4,0.282,0.666,0,WASP
PYC-2007-1962,PYC Star 545,2007,Transit,13.378,1.028,2.413,0.1203,6115.0,0.564,1.298,54.1,0.474,1.117,0,WASP
PYC-2018-1963,PYC Star 850,2018,Transit,0.419,0.914,1.399,0.0129,5604.0,1.395,1.644,201.8,0.985,2.324,0,TESS
PYC-2009-1964,PYC Star 214,2009,Radial Velocity,766.454,7.369,158.334,1.6222,4690.0,0.518,0.969,1.0,0.256,0.604,0,Kepler
PYC-2009-1965,PYC Star 521,2009,Transit,21.541,1.002,1.315,0.1571,4873.0,0.966,1.114,270.1,0.515,1.217,0,K2
PYC-2014-1966,PYC Star 830,2014,Radial Velocity,257.288,0.696,0.225,0.7727,5712.0,2.035,0.93,16.3,1.492,3.521,0,Kepler
PYC-2011-1967,PYC Star 883,2011,Radial Velocity,1014.151,0.88,1.034,1.9466,4644.0,1.477,0.957,126.7,0.716,1.689,0,HIRES
PYC-2006-1968,PYC Star 774,2006,Transit,0.543,0.802,0.372,0.0133,5483.0,1.132,1.061,57.4,0.764,1.804,0,K2
PYC-2015-1969,PYC Star 135,2015,Transit,4.149,4.718,79.715,0.0616,6130.0,1.007,1.815,243.4,0.85,2.006,0,Kepler
PYC-2016-1970,PYC Star 557,2016,Transit,1.156,10.026,1768.897,0.024,4358.0,0.85,1.378,63.3,0.363,0.856,0,Kepler
PYC-2022-1971,PYC Star 086,2022,Imaging,0.959,3.016,13.267,0.021,6282.0,0.6,1.335,37.6,0.532,1.255,0,TESS
PYC-2013-1972,PYC Star 345,2013,Radial Velocity,1847.044,1.156,6.286,2.7943,6020.0,0.803,0.853,32.8,0.654,1.542,0,CoRoT
PYC-2003-1973,PYC Star 028,2003,Transit,529.286,2.169,9.564,1.1532,5024.0,1.166,0.73,87.8,0.661,1.56,1,Other
PYC-2018-1974,PYC Star 683,2018,Transit,10.361,1.08,0.839,0.0973,4400.0,1.073,1.146,7.7,0.467,1.101,0,Kepler
PYC-2014-1975,PYC Star 696,2014,Transit,184.231,10.414,297.241,0.7326,5013.0,1.283,1.545,454.1,0.724,1.71,0,Kepler
PYC-2006-1976,PYC Star 084,2006,Transit,1462.065,2.167,24.371,3.0825,4580.0,1.558,1.828,224.3,0.734,1.733,0,HAT-P
PYC-2009-1977,PYC Star 825,2009,Microlensing,2.869,1.099,1.636,0.0297,4087.0,0.838,0.424,73.4,0.314,0.742,0,K2
PYC-2002-1978,PYC Star 755,2002,Radial Velocity,0.454,1.566,2.417,0.0154,5279.0,0.981,2.354,82.5,0.614,1.45,0,K2
PYC-2009-1979,PYC Star 756,2009,Transit,624.497,5.391,72.152,1.5011,3879.0,0.383,1.157,23.9,0.129,0.305,0,HIRES
PYC-2008-1980,PYC Star 403,2008,Radial Velocity,252.674,4.402,58.479,0.8697,4495.0,2.484,1.375,159.3,1.128,2.661,0,TESS
PYC-2017-1981,PYC Star 845,2017,Transit,1.671,2.671,12.802,0.0225,4507.0,0.747,0.544,50.9,0.341,0.805,0,TESS
